iter	RMSE
1519	0.3739388354
1520	0.373900833
1521	0.3738387347
1522	0.3737828706
1523	0.3737190723
1524	0.3736886605
1525	0.3736328593
1526	0.3735966471
1527	0.3735189
1528	0.3734678698
1529	0.3734116944
1530	0.373378561
1531	0.3733083187
1532	0.3732488084
1533	0.3731873241
1534	0.3731356366
1535	0.3730920646
1536	0.3730263901
1537	0.3729809747
1538	0.3729399019
1539	0.3728937973
1540	0.3728156232
1541	0.3727708435
1542	0.3726801823
1543	0.3726164875
1544	0.372555721
1545	0.3725116543
1546	0.3724857606
1547	0.3724237183
1548	0.3723766896
1549	0.3723109269
1550	0.372260948
1551	0.3721777889
1552	0.3721315348
1553	0.3720787038
1554	0.3720300004
1555	0.3719782887
1556	0.371919655
1557	0.3718809464
1558	0.3718500189
1559	0.3718030126
1560	0.3717453406
1561	0.3716876414
1562	0.3715815358
1563	0.371497714
1564	0.3714398773
1565	0.3714022068
1566	0.3713544075
1567	0.3713065816
1568	0.3712722722
1569	0.371212127
1570	0.3711768766
1571	0.3711217662
1572	0.3710784163
1573	0.3710070711
1574	0.3709578968
1575	0.3709232915
1576	0.3708727941
1577	0.3708064666
1578	0.3706916376
1579	0.3706496315
1580	0.3705706945
1581	0.3704963873
1582	0.3704573414
1583	0.3704025556
1584	0.3703524318
1585	0.3702898557
1586	0.3702593518
1587	0.3702237927
1588	0.3701627758
1589	0.3701181094
1590	0.3700817458
1591	0.3700237413
1592	0.3699763094
1593	0.3699323751
1594	0.3698715665
1595	0.3698102192
1596	0.3697447172
1597	0.369701978
1598	0.3696681993
1599	0.3696236795
1600	0.3695900968
1601	0.3695174164
1602	0.369466429
1603	0.3693820271
1604	0.3693092593
1605	0.369256853
1606	0.3692213472
1607	0.3691646624
1608	0.3691227975
1609	0.3690588695
1610	0.3690089073
1611	0.3689615446
1612	0.3689371356
1613	0.3688967406
1614	0.3688462343
1615	0.3688133102
1616	0.3687619763
1617	0.368700821
1618	0.3686722538
1619	0.3686104343
1620	0.3685620374
1621	0.3684993229
1622	0.3684662682
1623	0.3684218914
1624	0.3683883746
1625	0.3683213948
1626	0.3682758834
1627	0.3682216293
1628	0.3681704039
1629	0.3681385326
1630	0.3680792738
1631	0.3680382725
1632	0.3679643329
1633	0.3679287482
1634	0.3678885498
1635	0.3678535851
1636	0.3677859711
1637	0.3677222953
1638	0.3676677394
1639	0.3676215199
1640	0.3675661988
1641	0.3674867732
1642	0.3674314038
1643	0.3673651172
1644	0.3673061867
1645	0.367262154
1646	0.3672146519
1647	0.3671690039
1648	0.3671183986
1649	0.3670619129
1650	0.3669902107
1651	0.3669221071
1652	0.3668780715
1653	0.3668363302
1654	0.3667866038
1655	0.366740727
1656	0.3666834065
1657	0.3666059963
1658	0.3665599198
1659	0.3665238247
1660	0.36647342
1661	0.3664315468
1662	0.3663806111
1663	0.3663356135
1664	0.3662838785
1665	0.3662257132
1666	0.3661695585
1667	0.3661030576
1668	0.3660617314
1669	0.366023781
1670	0.3659783595
1671	0.3659213539
1672	0.3658661949
1673	0.3658051121
1674	0.365770005
1675	0.3657347476
1676	0.3656982698
1677	0.3656419576
1678	0.3655811237
1679	0.3655074784
1680	0.36545494
1681	0.3654055208
1682	0.3653672573
1683	0.3653116562
1684	0.3652549274
1685	0.3651856987
1686	0.3651439844
1687	0.3650889947
1688	0.3650486892
1689	0.3650050979
1690	0.3649803744
1691	0.3649337952
1692	0.3648749328
1693	0.3648223939
1694	0.3647874086
1695	0.364754214
1696	0.3647136094
1697	0.364646961
1698	0.3646148477
1699	0.3645684745
1700	0.3645168837
1701	0.3644189785
1702	0.3643762758
1703	0.364344085
1704	0.3642993442
1705	0.3642543528
1706	0.3642272764
1707	0.3641741001
1708	0.3641429359
1709	0.3640811027
1710	0.3640427136
1711	0.3640064883
1712	0.363945242
1713	0.363891013
1714	0.3638195805
1715	0.3637643603
1716	0.363709125
1717	0.3636537074
1718	0.3635991412
1719	0.3635478031
1720	0.3635124249
1721	0.3634738513
1722	0.3633995531
1723	0.363340339
1724	0.3633042539
1725	0.363223829
1726	0.3631573146
1727	0.3631153881
1728	0.3630738193
1729	0.3629792367
1730	0.3629177243
1731	0.3628842167
1732	0.3628325497
1733	0.3627684441
1734	0.3627155323
1735	0.3626559928
1736	0.3626128562
1737	0.3625871305
1738	0.3625449713
1739	0.3624470034
1740	0.3623947624
1741	0.362348338
1742	0.3623116811
1743	0.3622789596
1744	0.3622177274
1745	0.3621485548
1746	0.3621134415
1747	0.3620735183
1748	0.3620153731
1749	0.36188884
1750	0.3618429604
1751	0.3617852115
1752	0.3617340918
1753	0.3617053625
1754	0.3616568673
1755	0.3615930259
1756	0.361524674
1757	0.3614769745
1758	0.361440067
1759	0.3613980577
1760	0.3613581772
1761	0.3613088479
1762	0.3612572403
1763	0.3612162658
1764	0.3611518114
1765	0.3611030862
1766	0.3610575135
1767	0.3610299536
1768	0.3609953538
1769	0.3609434249
1770	0.3608770505
1771	0.3608423788
1772	0.360807701
1773	0.3607408005
1774	0.3606816535
1775	0.3606275169
1776	0.3605826657
1777	0.3605523714
1778	0.3604961612
1779	0.3604302422
1780	0.3603988853
1781	0.3603676971
1782	0.3603058562
1783	0.3602781267
1784	0.360218422
1785	0.3601602932
1786	0.360118247
1787	0.3600807199
1788	0.3600289
1789	0.3599789149
1790	0.3599189543
1791	0.3598496143
1792	0.3598139351
1793	0.3597517557
1794	0.3597138646
1795	0.3596609727
1796	0.3596296318
1797	0.359561476
1798	0.3595333998
1799	0.3594850967
1800	0.3594412967
1801	0.3593918192
1802	0.3593262285
1803	0.359279413
1804	0.3592321834
1805	0.359168298
1806	0.359118768
1807	0.3590709074
1808	0.3590397883
1809	0.3590084267
1810	0.3589829153
1811	0.3589348558
1812	0.358908908
1813	0.358872182
1814	0.3588466099
1815	0.3588016274
1816	0.3587422678
1817	0.3586852944
1818	0.3586140053
1819	0.3585746346
1820	0.3585406623
1821	0.3584808872
1822	0.3584187244
1823	0.3583855469
1824	0.358341602
1825	0.3583072291
1826	0.3582699493
1827	0.3582137872
1828	0.3581703081
1829	0.3581262835
1830	0.3581051667
1831	0.3580036793
1832	0.3579349778
1833	0.3578912201
1834	0.3578526542
1835	0.3578160459
1836	0.3577566367
1837	0.357695972
1838	0.3576357552
1839	0.3575897935
1840	0.3575389348
1841	0.3574833057
1842	0.3574305559
1843	0.3574075868
1844	0.357346935
1845	0.3573239394
1846	0.3572712763
1847	0.357237847
1848	0.3571952192
1849	0.3571552237
1850	0.3570882027
1851	0.3570673156
1852	0.3570065689
1853	0.3569553778
1854	0.3569090906
1855	0.3568623366
1856	0.35682564
1857	0.3567762886
1858	0.356732871
1859	0.3566769433
1860	0.3566117634
1861	0.3565766537
1862	0.3565169359
1863	0.3564461747
1864	0.3563991103
1865	0.3563499326
1866	0.3563072731
1867	0.3562718761
1868	0.3561896968
1869	0.3561500828
1870	0.3561091478
1871	0.3560715396
1872	0.3560083056
1873	0.355976326
1874	0.3559302558
1875	0.3558859225
1876	0.3557990401
1877	0.3557682866
1878	0.3557187576
1879	0.3556501023
1880	0.3556027793
1881	0.3555503273
1882	0.3554953167
1883	0.355403197
1884	0.355355373
1885	0.3552711604
1886	0.355237102
1887	0.3551991234
1888	0.3551487507
1889	0.3551115052
1890	0.3550839548
1891	0.3550521476
1892	0.3549986639
1893	0.3549695218
1894	0.3549077944
1895	0.3548724611
1896	0.3548312636
1897	0.3548041483
1898	0.3547488444
1899	0.3546956566
1900	0.354664161
1901	0.3546168904
1902	0.3545822261
1903	0.3545254823
1904	0.3544913783
1905	0.3544537054
1906	0.3544048714
1907	0.3543679966
1908	0.3543409422
1909	0.3542856657
1910	0.3542469842
1911	0.3542002537
1912	0.3541679903
1913	0.3541250788
1914	0.3540539046
1915	0.3539917376
1916	0.3539624916
1917	0.3539147305
1918	0.3538788087
1919	0.3538236485
1920	0.3537858219
1921	0.3537435015
1922	0.3536867984
1923	0.3536394437
1924	0.3535903323
1925	0.3535413208
1926	0.3534998567
1927	0.3534643467
1928	0.353405394
1929	0.3533701137
1930	0.353328352
1931	0.3532812321
1932	0.3532494979
1933	0.3531937262
1934	0.353141137
1935	0.3531110298
1936	0.3530714335
1937	0.3530232338
1938	0.3529802546
1939	0.3529444662
1940	0.3529087745
1941	0.3528701768
1942	0.35281916
1943	0.3527867345
1944	0.3527297275
1945	0.35267869
1946	0.3526033441
1947	0.3525540462
1948	0.3525050444
1949	0.3524748294
1950	0.3524289679
1951	0.3523787946
1952	0.3523238227
1953	0.3522863726
1954	0.3522479315
1955	0.3521911952
1956	0.3521503445
1957	0.3521102856
1958	0.3520795002
1959	0.352037057
1960	0.351999016
1961	0.3519757795
1962	0.3519272886
1963	0.3518627219
1964	0.3518248599
1965	0.3517830908
1966	0.3517236837
1967	0.3516800202
1968	0.3516542096
1969	0.3516158313
1970	0.3515609752
1971	0.3515114802
1972	0.351466254
1973	0.3513984211
1974	0.3513496715
1975	0.3512897641
1976	0.3512570426
1977	0.3512063803
1978	0.3511769643
1979	0.3511206031
1980	0.3510569181
1981	0.3510196589
1982	0.3509746494
1983	0.350945929
1984	0.3509011021
1985	0.3508684086
1986	0.3508270664
1987	0.3507551563
1988	0.3507051396
1989	0.3506634462
1990	0.3506286233
1991	0.3505740112
1992	0.3505296965
1993	0.350480069
1994	0.3504323816
1995	0.3504019542
1996	0.350360817
1997	0.3503283634
1998	0.3502913343
1999	0.3502238546
2000	0.3501777155
2001	0.3501290359
2002	0.3500839933
2003	0.350040323
2004	0.3499988216
2005	0.3499537878
2006	0.3499038836
2007	0.3498680054
2008	0.3498233868
2009	0.3497454073
2010	0.3497013083
2011	0.3496537676
2012	0.3495990475
2013	0.3495721048
2014	0.3495396205
2015	0.3494711493
2016	0.3494328095
2017	0.3493792623
2018	0.3493449868
2019	0.3492752427
2020	0.3492479801
2021	0.3492148858
2022	0.3491683909
2023	0.3491401652
2024	0.3490999421
2025	0.349047008
2026	0.3490026166
2027	0.3489598966
2028	0.3489133465
2029	0.3488785919
2030	0.348831946
2031	0.3487951028
2032	0.348722146
2033	0.3486684656
2034	0.3486280784
2035	0.3485925699
2036	0.3485727784
2037	0.3485367922
2038	0.3484892427
2039	0.3484478461
2040	0.3483916622
2041	0.3483657575
2042	0.348334272
2043	0.3482998468
2044	0.3482639398
2045	0.3482208987
2046	0.3481838875
2047	0.3481533455
2048	0.3480851769
2049	0.3480607803
2050	0.3480024601
2051	0.3479724441
2052	0.3479388738
2053	0.3478932777
2054	0.3478622058
2055	0.3478074501
2056	0.3477597018
2057	0.3477212041
2058	0.3476865082
2059	0.3476526396
2060	0.3476095889
2061	0.3475863845
2062	0.347542964
2063	0.3474952791
2064	0.3474467269
2065	0.3474122328
2066	0.3473624056
2067	0.347300798
2068	0.3472697445
